province,trueName
湖北省,湖北省黄冈市黄州区赤壁街道建新社区-全国先进基层党组织、全国和谐社区建设示范社区、国家级充分就业社区
湖北省,湖北省黄冈市黄州区赤壁街道青砖湖社区-全国民主法治示范村（社区）
湖南省,湖南省长沙市开福区望麓园街道荷花池社区-全国三八红旗集体
湖南省,湖南省长沙市开福区望麓园街道水风井社区-全国和谐社区建设示范社区、全国社区侨务工作示范单位、全国综合减灾示范社区
湖南省,湖南省长沙市开福区望麓园街道营盘街社区-国家级充分就业社区
湖南省,湖南省长沙市开福区望麓园街道中山路社区-全国综合减灾示范社区
湖南省,湖南省长沙市三一集团党委-全国创先争优先进基层党组织
湖南省,湖南省长沙市天心区新开铺街道桥头社区-全国先进基层群众性自治组织
湖南省,湖南省长沙市岳麓区橘子洲街道学堂坡社区-全国先进基层党组织、全国和谐社区建设示范社区
湖南省,湖南省邵阳市北塔区状元洲街道柘木社区-全国民主法治示范村（社区）
湖南省,湖南省邵阳市北塔区新滩镇街道资新社区-全国示范性老年友好型社区
湖南省,湖南省邵阳市双清区石桥街道立新社区-全国先进基层群众性自治组织
湖南省,湖南省邵阳市新邵县酿溪镇新阳社区-全国示范性老年友好型社区
湖南省,湖南省益阳市大通湖区河坝镇银河社区-全国示范性老年友好型社区
湖南省,湖南省益阳市资阳区大码头街道建新里社区-全国民主法治示范村（社区）
湖南省,湖南省益阳市资阳区大码头街道金花坪社区-全国先进基层群众性自治组织
湖南省,湖南省长沙市开福区望麓园街道富雅坪社区-全国综合减灾示范社区
广东省,广东省东莞市莞城街道北隅社区－全国和谐社区建设示范社区
广东省,广东省深圳市宝安区西乡街道龙腾社区-全国民主法治示范村（社区）
广东省,广东省深圳市宝安区西乡街道人民调解委员会-全国模范人民调解委员会
广东省,广东省深圳市福田区福保街道益田社区-全国民主法治示范村（社区）、全国示范性老年友好型社区、全国先进基层群众性自治组织
广东省,广东省深圳市南园街道巴登社区-全国民族团结进步模范集体
广东省,广东省深圳市大鹏新区葵新社区-全国民主法治示范村（社区）
广东省,广东省深圳市福田区福田街道福民社区-全国民主法治示范村（社区）
广东省,广东省深圳市福田区莲花街道景田社区-全国民主法治示范村（社区）
广东省,广东省深圳市福田区梅林街道翰岭社区－全国民族团结进步示范社区
广东省,广东省深圳市龙华区民治街道北站社区-全国先进基层党组织
广东省,广东省中山市东区街道花苑社区-全国示范性老年友好型社区、全国文明单位、全国先进基层群众性自治组织、全国综合减灾示范社区
广东省,广东省东莞市南城街道胜和社区－全国和谐社区建设示范社区
广东省,广东省中山市东区街道起湾社区-全国先进基层党组织
广东省,广东省中山市三乡镇圩仔社区-全国综合减灾示范社区
广东省,广东省中山市石岐街道东明社区-全国和谐社区建设示范社区、全国民主法治示范村（社区）
广东省,广东省中山市石岐街道凤鸣社区-全国综合减灾示范社区
广东省,广东省中山市石岐街道桂园社区-全国示范性老年友好型社区
广东省,广东省中山市石岐街道民生社区-全国和谐社区建设示范社区、全国社区侨务工作示范单位
广东省,广东省江门市江翠社区-全国文明单位
广东省,广东省江门市仁美社区-全国示范性老年友好型社区
广东省,广东省梅州市梅江区中心坝社区-全国先进基层群众性自治组织
广东省,广东省韶关市武江区新华街道花城社区-全国先进基层党组织
广东省,广东省东莞市东城街道岗贝社区－全国和谐社区建设示范社区
广东省,广东省阳江市江城区城北街道党工委-全国先进基层党组织
广东省,广东省茂名市茂南区河西街道油城社区-全国示范性老年友好型社区
广东省,广东省东莞市寮步镇横坑社区－全国和谐社区建设示范社区
广东省,广东省东莞市石碣镇城中社区－全国和谐社区建设示范社区
广东省,广东省河源市源城区东埔街道丰源社区-全国先进基层群众性自治组织
广东省,广东省河源市源城区上城街道上城社区-全国文明单位
广东省,广东省河源市源城区源西街道康乐路北社区-全国文明单位
广西壮族自治区,广西壮族自治区桂林市叠彩区叠彩街道回龙社区－全国综合减灾示范社区
广西壮族自治区,广西壮族自治区桂林市象山区平山街道凯风社区－全国示范性老年友好型社区
广西壮族自治区,广西壮族自治区桂林市象山区平山街道同心社区－全国综合减灾示范社区
广西壮族自治区,广西壮族自治区桂林市星区漓东街道五里店社区－全国科普示范社区
广西壮族自治区,广西壮族自治区桂林市兴安县兴安镇城中社区－全国综合减灾示范社区
广西壮族自治区,广西壮族自治区桂林市秀峰区甲山街道长海社区－全国示范性老年友好型社区
广西壮族自治区,广西壮族自治区桂林市秀峰区丽君街道九岗岭社区－全国综合减灾示范社区、国家级充分就业示范社区
广西壮族自治区,广西壮族自治区桂林市秀峰区丽君街道丽君社区－全国示范性老年友好型社区
广西壮族自治区,广西壮族自治区桂林市秀峰区丽君街道阳家山社区－全国示范性老年友好型社区
广西壮族自治区,广西壮族自治区桂林市秀峰区秀峰街道解东社区－全国综合减灾示范社区、全国示范性老年友好型社区
广西壮族自治区,广西壮族自治区钦州市灵山县三海街道三海社区－全国示范性老年友好型社区
广西壮族自治区,广西壮族自治区桂林市叠彩区叠彩街道清秀社区－全国和谐社区建设示范社区、全国综合减灾示范社区
广西壮族自治区,广西壮族自治区钦州市钦南区文峰街道三宣堂社区－全国示范性老年友好型社区
广西壮族自治区,广西壮族自治区钦州市钦南区文峰街道文昌社区－全国综合减灾示范社区、国家级充分就业社区
广西壮族自治区,广西壮族自治区桂林市临桂区临桂镇榕山社区－全国综合减灾示范社区
广西壮族自治区,广西壮族自治区桂林市灵川县灵川镇城西社区－全国综合减灾示范社区
广西壮族自治区,广西壮族自治区桂林市平乐县沙子镇沙子社区－全国综合减灾示范社区
广西壮族自治区,广西壮族自治区桂林市七星区漓东街道横塘社区－全国民主法治示范村（社区）
广西壮族自治区,广西壮族自治区桂林市七星区漓东街道空明社区－全国综合减灾示范社区、国家级充分就业社区
广西壮族自治区,广西壮族自治区桂林市七星区漓东街道毛塘路社区－全国和谐社区建设示范社区、全国民族团结进步模范集体、全国示范性老年友好型社区、全国综合减灾示范社区
广西壮族自治区,广西壮族自治区桂林市象山区平山街道将军桥社区－全国和谐社区建设示范社区、全国民主法治示范村（社区）、全国科普示范社区
海南省,海南省文昌市龙楼镇航天社区－全国文明单位、全国综合减灾示范社区
天津市,天津市滨海新区塘沽街道办事处－全国民族团结进步示范街道
天津市,天津市河西区下瓦房街道富裕广场社区－全国民主法治示范村（社区）
天津市,天津市河西区友谊路街道谊景村社区－全国先进基层党组织、全国示范性老年友好型社区
天津市,天津市南开区华苑街道长华里社区－全国和谐社区建设示范社区
天津市,天津市南开区体育中心街道时代奥城社区－全国先进基层党组织、全国抗击新冠肺炎疫情先进集体
天津市,天津市南开区向阳路街道昔阳里社区－全国和谐社区建设示范社区、全国文明单位
天津市,天津市南开区学府街道新园村社区－全国和谐社区建设示范社区
天津市,天津市南开区长虹街道盛达园社区－全国和谐社区建设示范社区
天津市,天津市宁河区芦台街道华翠社区－全国示范性老年友好型社区
天津市,天津市宁河区芦台街道商业道社区－全国综合减灾示范社区、全国示范性老年友好型社区
天津市,天津市宁河区芦台街道顺驰兴业社区－全国示范性老年友好型社区
天津市,天津市东丽区张贵庄街道詹滨西里社区－全国文明单位、全国先进基层群众性自治组织、全国示范性老年友好型社区、全国科普示范社区
天津市,天津市宁河区芦台街道愉悦港湾社区－全国示范性老年友好型社区
天津市,天津市西青区赤龙南街道佳和荣庭社区－全国示范性老年友好型社区
天津市,天津市西青区李七庄街道邓店社区－全国民主法治示范村（社区）
天津市,天津市西青区辛口镇新惠园社区－全国示范性老年友好型社区
天津市,天津市西青区杨柳青镇御河墅社区－全国示范性老年友好型社区
天津市,天津市和平区南市街道新世界花园社区－全国示范性老年友好型社区、全国综合减灾示范社区
天津市,天津市和平区劝业场街道兆丰路社区－全国示范性老年友好型社区
天津市,天津市和平区新兴街道朝阳里社区－全国先进基层党组织、全国示范性老年友好型社区、全国文明单位、全国学雷锋活动示范点
天津市,天津市河北区建昌街道三和社区－全国示范性老年友好型社区
天津市,天津市河北区望海楼街道昆璞里社区－全国综合减灾示范社区
天津市,天津市河东区大直沽街道汇贤里社区－全国抗击新冠肺炎疫情先进集体
天津市,天津市河西区大营门街道敬重里社区－全国示范性老年友好型社区
重庆市,重庆市江北区铁山坪街道唐桂社区－全国先进基层群众性自治组织、全国示范性老年友好型社区
重庆市,重庆市两江新区人和街道和睦路社区－全国示范性老年友好型社区
四川省,四川省巴中市巴州区西城街道后坝社区－全国先进基层党组织、全国抗击新冠肺炎疫情先进集体
四川省,四川省达州市通川区西城街道红旗路社区－全国民族团结进步模范集体
四川省,四川省泸州市叙永县“石榴籽”人民调解委员会－全国模范人民调解委员会
四川省,四川省泸州市叙永县人民法院摩尼人民法庭－全国民族团结进步模范集体
贵州省,贵州省贵阳市云岩区盐务街道金仓社区－全国先进基层群众性自治组织
贵州省,贵州省贵阳市云岩区盐务街道永安社区－全国民主法治示范村（社区)
贵州省,贵州省黔东南州麻江县官井湖社区－全国民主法治示范村（社区）
贵州省,贵州省黔南州贵定县东方社区－全国文明单位
贵州省,贵州省黔西南州兴义市洒金街道栗坪社区－全国民族团结进步模范集体、全国示范性老年友好型社区
贵州省,贵州省遵义市红花岗区老城街道府后山社区－全国文明单位
贵州省,贵州省遵义市红花岗区老城街道南门社区－全国红十字模范单位
云南省,云南省昆明市盘龙区联盟街道小坝社区－全国先进基层群众性自治组织、全国民族团结进步模范集体
云南省,云南省楚雄彝族自治州禄丰市阿纳社区－全国民主法治示范村（社区)
云南省,云南省昆明市官渡区关上街道关上中心社区－全国民族团结进步示范社区
云南省,云南省昆明市官渡区官渡街道季官社区－全国先进基层党组织
云南省,云南省昆明市官渡区金马街道东华路社区－全国示范性老年友好型社区
云南省,云南省昆明市官渡区金马街道曙光社区－全国示范性老年友好型社区
云南省,云南省昆明市官渡区金马街道幸福邻里社区－全国模范人民调解委员会
云南省,云南省昆明市盘龙区鼓楼街道桃源社区－全国和谐社区建设示范社区、全国综合减灾示范社区
云南省,云南省昆明市盘龙区联盟街道金江路社区－全国民主法治示范村（社区）
云南省,云南省昆明市盘龙区青云街道－全国新时代“枫桥经验”先进典型
云南省,云南省昆明市宜良县匡远街道清远社区－全国综合减灾示范社区
云南省,云南省楚雄彝族自治州禄丰市禄钢社区－全国示范性老年友好型社区
云南省,云南省丽江市古城区大研街道新义社区－全国三八红旗集体、全国文明单位
云南省,云南省丽江市古城区大研街道义尚社区－全国民主法治示范村（社区）
云南省,云南省丽江市古城区西安街道文汇社区－全国三八红旗集体、全国文明单位、全国先进基层群众性自治组织
云南省,云南省丽江市华坪县兴隆社区－全国民主法治示范村（社区）
云南省,云南省临沧市临翔区凤翔街道锦凤社区－全国示范性老年友好型社区
云南省,云南省临沧市临翔区忙畔街道玉龙社区－全国示范性老年友好型社区
云南省,云南省普洱市南屏镇思茅区倒生根社区－全国先进基层党组织、全国民族团结进步示范社区
云南省,云南省曲靖市麒麟区南宁街道麒麟社区－全国和谐社区建设示范社区
云南省,云南省曲靖市麒麟区益宁街道金江社区－全国民主法治示范村（社区）、全国先进基层党组织
云南省,云南省楚雄彝族自治州牟定县平屯社区－全国科普示范社区
云南省,云南省文山壮族苗族自治州丘北县锦屏镇常青社区－全国民主法治示范村（社区）
云南省,云南省文山壮族苗族自治州砚山县稼依镇大稼依社区－全国民主法治示范村（社区）
云南省,云南省文山壮族苗族自治州砚山县江那镇锦山社区－全国示范性老年友好型社区
云南省,云南省玉溪市澄江市龙街街道广龙社区－全国先进基层党组织
云南省,云南省玉溪市华宁县宁州街道城关社区－国家级充分就业社区、全国民族团结进步模范集体
云南省,云南省楚雄彝族自治州元谋县元马镇龙泉社区－全国综合减灾示范社区
云南省,云南省红河哈尼族彝族自治州开远市乐白道街道凤凰社区－全国示范性老年友好型社区
云南省,云南省红河哈尼族彝族自治州开远市灵泉街道泸江社区－国家级充分就业社区
云南省,云南省红河哈尼族彝族自治州开远市灵泉街道星光社区－国家级充分就业社区
云南省,云南省昆明市呈贡区洛龙街道碧潭社区－全国民主法治示范村（社区）
云南省,云南省昆明市呈贡区乌龙街道七步场社区－全国和谐社区建设示范社区、全国示范性老年友好型社区
西藏自治区,西藏自治区山南市乃东区结莎街道－全国抗击新冠肺炎疫情先进集体
陕西省,陕西省安康市汉滨区鼓楼社区－全国示范性老年友好型社区、全国民主法治示范村（社区）
陕西省,陕西省西安市新城区韩森寨街道咸东社区－全国和谐社区建设示范社区、全国综合减灾示范社区
陕西省,陕西省西安市新城区韩森寨街道新园社区－全国综合减灾示范社区
陕西省,陕西省西安市新城区胡家庙街道西电设社区－全国示范性老年友好型社区
陕西省,陕西省西安市雁塔区长延堡街道电视塔社区－全国民族团结进步模范集体
陕西省,陕西省西安市雁塔区小寨路街道红专南路社区－全国先进基层党组织
陕西省,陕西省咸阳市秦都区渭滨街道锦华社区－全国先进基层群众性自治组织、全国退役军人工作模范单位
陕西省,陕西省西安市灞桥区洪庆街道航天四院社区－全国综合减灾示范社区
陕西省,陕西省西安市灞桥区洪庆街道庆华社区－全国模范人民调解委员会、全国综合减灾示范社区
陕西省,陕西省西安市碑林区东关南街街道东关社区－全国示范性老年友好型社区
陕西省,陕西省西安市碑林区南院门街道印花布园社区－全国示范性老年友好型社区
陕西省,陕西省安康市旬阳市党家坝社区－全国示范性老年友好型社区
陕西省,陕西省西安市碑林区文艺路街道环南路社区－全国示范性老年友好型社区
陕西省,陕西省西安市碑林区长乐坊街道环东社区－全国社会工作服务示范社区
陕西省,陕西省西安市新城区韩森寨街道东方社区－全国示范性老年友好型社区
陕西省,陕西省西安市新城区解放门街道红星社区－全国和谐社区建设示范社区
陕西省,陕西省西安市新城区太华路街道纱厂东街社区－全国综合减灾示范社区
陕西省,陕西省西安市新城区长乐中路街道东尚社区－全国民主法治示范村（社区）、全国综合减灾示范社区
陕西省,陕西省西安市新城区中山门街道群策巷社区－全国民主法治示范村（社区）
陕西省,陕西省西安市新城区自强路街道栖枫社区－全国红十字模范单位
陕西省,陕西省商洛市山阳县十里铺街道高一社区－全国民主法治示范村（社区）
陕西省,陕西省商洛市柞水县乾佑街道仁和社区－全国综合减灾示范社区、全国模范人民调解委员会
陕西省,陕西省铜川市王益区红旗街街道红旗社区－全国民主法治示范村（社区）、全国和谐社区建设示范社区、全国三八红旗集体、全国模范人民调解委员会
陕西省,陕西省铜川市新区正阳路街道秦岭社区－全国示范性老年友好型社区
陕西省,陕西省铜川市耀州区永安路街道东站社区－全国示范性老年友好型社区
陕西省,陕西省铜川市耀州区永安路街道解放社区－全国模范人民调解委员会
陕西省,陕西省西安市新城区韩森寨街道华清学府城社区－全国综合减灾示范社区
甘肃省,甘肃省金昌市金川区桂林路街道宝林里社区－全国先进基层党组织
甘肃省,甘肃省酒泉市阿克塞县红柳湾镇金山社区－全国民族团结进步模范集体
青海省,青海省西宁市城西区文汇路街道文亭巷社区－全国民族团结进步示范社区
宁夏回族自治区,宁夏回族自治区石嘴山市大武口区人民路街道民生社区－全国综合减灾示范社区
宁夏回族自治区,宁夏回族自治区石嘴山市平罗县城关镇明珠社区－全国综合减灾示范社区
宁夏回族自治区,宁夏回族自治区吴忠市利通区胜利镇上桥社区－全国先进基层群众性自治组织
宁夏回族自治区,宁夏回族自治区银川市贺兰县富兴街街道花园社区－全国民族团结进步示范社区
宁夏回族自治区,宁夏回族自治区银川市兴庆区富宁街道中寺社区－全国示范性老年友好型社区
宁夏回族自治区,宁夏回族自治区银川市西夏区文昌路街道共享社区－全国民族团结进步创建示范社区
新疆维吾尔自治区,新疆维吾尔自治区阿克苏地区拜城县拜城镇福乐社区－全国示范性老年友好型社区
新疆维吾尔自治区,新疆维吾尔自治区吐鲁番市鄯善县城镇鸿雁社区－全国民主法治示范村（社区）
新疆维吾尔自治区,新疆维吾尔自治区吐鲁番市托克逊县托克逊真玉泉社区－全国民主法治示范村（社区）
新疆维吾尔自治区,新疆维吾尔自治区乌鲁木齐市天山区赛马场街道红旗社区－全国先进基层群众性自治组织
新疆维吾尔自治区,新疆维吾尔自治区伊犁州奎屯市团结街街道风华里社区－全国科普示范社区、全国学雷锋活动示范点
新疆维吾尔自治区,新疆维吾尔自治区阿克苏地区沙雅县沙雅镇朝阳社区－全国综合减灾示范社区
新疆维吾尔自治区,新疆维吾尔自治区阿克苏地区沙雅县沙雅镇文化社区－全国综合减灾示范社区
新疆维吾尔自治区,新疆维吾尔自治区巴州若羌县铁干里克镇古力巴格社区－全国民主法治示范村（社区）
新疆维吾尔自治区,新疆维吾尔自治区哈密市伊州区东河街道滨河路社区－全国综合减灾示范社区
新疆维吾尔自治区,新疆维吾尔自治区哈密市伊州区东河街道花园社区－全国综合减灾示范社区
新疆维吾尔自治区,新疆维吾尔自治区哈密市伊州区西河街道惠康园社区－全国民族团结进步模范集体
新疆维吾尔自治区,新疆维吾尔自治区克州阿克陶镇慕士塔格路社区－全国综合减灾示范社区
新疆维吾尔自治区,新疆维吾尔自治区克州阿图什市吾斯塘路社区－全国民族团结进步示范社区
河北省,河北省保定市莲池区杨庄乡西高社区－全国示范性老年友好型社区、全国先进基层党组织
河北省,河北省衡水市桃城区路北街道利民社区－全国先进基层群众性自治组织
河北省,河北省衡水市桃城区河东街道桥东社区－全国民主法治示范村（社区）、全国示范性老年友好型社区
河北省,河北省衡水市桃城区河西街道杨树社区－全国示范性老年友好型社区
河北省,河北省廊坊市广阳区爱民东道街道馨境界社区－全国文明单位、全国示范性老年友好型社区、全国民主法治示范社区
河北省,河北省保定市莲池区东关街道河大社区－全国文明单位、全国示范性老年友好型社区
河北省,河北省衡水市武邑县武邑镇文昌社区－全国示范性老年友好型社区
新疆生产建设兵团,新疆生产建设兵团第八师石河子市新城街道七社区－全国先进基层群众性自治组织
山西省,山西省晋中市介休市西关街道馨园路社区－全国示范性老年友好型社区
山西省,山西省阳泉市城区上站街道金三角社区－全国综合减灾示范社区
山西省,山西省阳泉市城区上站街道小阳泉南社区－全国和谐社区建设示范社区、全国文明单位
山西省,山西省阳泉市矿区贵石沟街道水滩社区－全国示范性老年友好型社区
山西省,山西省阳泉市矿区沙坪街道里沙坪社区－全国科普示范社区
山西省,山西省阳泉市城区上站街道德胜街社区－全国民族团结进步模范集体
山西省,山西省阳泉市城区上站街道市政府大院社区－全国民主法治示范村（社区）、全国综合减灾示范社区
山西省,山西省长治市潞州区太行西街街道广场西社区－全国文明单位
山西省,山西省晋城市城区西街街道秀水苑社区－全国文明单位
山西省,山西省晋中市介休市西南街道光明路社区－全国示范性老年友好型社区
山西省,山西省晋中市榆次区西南街道南窑社区－全国民族团结进步示范社区
